"spec","item","variable","response","refits","n_min","n_max","mean_shap","minimum","maximum","positive_refits","negative_refits"
"diagnostic","Q131R8","Q131R8","(3) Neither support or oppose",3,45,59,5.7475614172455e-05,-7.21342145397304e-05,0.000225409116323564,2,1
"diagnostic","Q131R8","Q131R8","(4) Somewhat oppose",3,10,12,0.000144515019162664,-0.00011213791103458,0.000397815502814157,2,1
"diagnostic","Q131R8","Q131R8","(5) Strongly oppose",3,20,28,0.00238043233606319,2.76732450225678e-05,0.00508482486651269,3,0
"diagnostic","Q131R8","Q131R8","Not observed / routed",3,241,269,-1.79487739655012e-05,-5.71648099507725e-05,1.64338912039505e-05,1,2
"diagnostic","Q131R9","Q131R9","(1) Strongly support",3,111,129,-1.82517910962106e-05,-5.31520743161555e-05,4.63729850652614e-07,1,2
"diagnostic","Q131R9","Q131R9","(2) Somewhat support",3,35,47,8.76500087231345e-06,1.18666685973908e-06,2.28880151475783e-05,3,0
"diagnostic","Q131R9","Q131R9","(3) Neither support or oppose",3,34,47,1.59596728107671e-05,2.02613506160123e-06,4.21923488583146e-05,3,0
"diagnostic","Q131R9","Q131R9","(4) Somewhat oppose",3,20,22,1.81432380292124e-05,-9.70400434660697e-05,8.54582828193569e-05,2,1
"diagnostic","Q131R9","Q131R9","(5) Strongly oppose",3,28,36,3.55900737658326e-05,1.41354465411214e-05,7.80951469353736e-05,3,0
"diagnostic","Q131R9","Q131R9","Not observed / routed",3,252,280,-7.28827147604453e-06,-3.27787506789549e-05,6.97075213803584e-06,2,1
"diagnostic","Q144","Q144","(1) I have already received the vaccine",3,386,393,-4.96825375335177e-05,-7.0342186894042e-05,-3.29564899341878e-05,0,3
"diagnostic","Q144","Q144","(2) I plan to get the vaccine as soon as I am able to",3,36,37,0.000179593221882287,-2.3190093617982e-05,0.000502416988209635,2,1
"diagnostic","Q144","Q144","(3) I am not sure about the vaccine, I want to wait a while",3,46,52,0.000141399347161432,8.07802522003772e-05,0.000249535980738971,3,0
"diagnostic","Q144","Q144","(4) I do not trust the vaccine, I do NOT plan to take it",3,44,46,9.28941722018724e-05,1.27250329326101e-05,0.000190624215063938,3,0
"diagnostic","Q145","Q145","(1) Much more hopeful",3,109,115,9.74356052791062e-05,-1.22582147465422e-05,0.000186197777343008,2,1
"diagnostic","Q145","Q145","(2) Somewhat more",3,172,185,-7.30640604952787e-05,-0.000152166071074333,1.31848313657029e-05,1,2
"diagnostic","Q145","Q145","(3) Neither more or less",3,123,133,2.22040945990598e-05,-2.80398228004191e-05,0.000109656742212566,1,2
"diagnostic","Q145","Q145","(4) Somewhat less",3,57,59,3.09299224628899e-05,-2.66711151136865e-05,0.000137804968899268,1,2
"diagnostic","Q145","Q145","(5) Much less hopeful",3,45,48,7.27468479583851e-05,-3.07974850491033e-05,0.000166738239683121,2,1
"diagnostic","Q146","Q146","(1) Much more angry",3,44,52,3.96367597389081e-05,-1.77140324284494e-05,0.000147889322177224,1,2
"diagnostic","Q146","Q146","(2) Somewhat more",3,78,86,1.49227739903247e-05,-1.20326213108016e-05,4.65956212953708e-05,2,1
"diagnostic","Q146","Q146","(3) Neither more or less",3,209,224,6.51382997798708e-06,-1.16987295421493e-05,3.78372088196641e-05,1,2
"diagnostic","Q146","Q146","(4) Somewhat less",3,96,104,-1.20122062005454e-05,-5.71367331775021e-05,2.0418052549397e-05,2,1
"diagnostic","Q146","Q146","(5) Much less angry",3,71,78,-2.66975958914797e-05,-5.48466425187442e-05,-1.1893519670531e-05,0,3
"diagnostic","Q147","Q147","(1) Much more afraid",3,44,56,0.000111839542294503,1.49768672714738e-05,0.000261282092742434,3,0
"diagnostic","Q147","Q147","(2) Somewhat more",3,86,92,3.63498185510132e-05,1.84773508534796e-05,4.54254111755109e-05,3,0
"diagnostic","Q147","Q147","(3) Neither more or less",3,187,213,-4.5651250586961e-06,-1.89458878341281e-05,1.56335928338786e-05,1,2
"diagnostic","Q147","Q147","(4) Somewhat less",3,101,119,-0.000109726959948441,-0.000168098926504568,-6.72442463774751e-05,0,3
"diagnostic","Q147","Q147","(5) Much less afraid",3,65,73,6.81064031352661e-05,2.30085110956114e-06,0.000158442939032953,3,0
"diagnostic","Q148","Q148","(1) Much more hopeful",3,86,98,2.56066317943115e-05,0,5.71934984626668e-05,2,0
"diagnostic","Q148","Q148","(2) Somewhat more",3,158,165,-1.67565412248877e-05,-5.48155702655231e-05,4.54594659086004e-06,1,1
"diagnostic","Q148","Q148","(3) Neither more or less",3,175,181,3.38187942498616e-05,0,7.89834445028663e-05,2,0
"diagnostic","Q148","Q148","(4) Somewhat less",3,51,65,-1.79189732759075e-05,-7.99689092280226e-05,2.62119894003002e-05,1,1
"diagnostic","Q148","Q148","(5) Much less hopeful",3,31,33,1.06259668211181e-05,0,1.59421111298213e-05,2,0
"diagnostic","Q149","Q149","(1) Much more angry",3,33,40,9.23294780887634e-05,6.01614730368289e-07,0.000232672087257543,3,0
"diagnostic","Q149","Q149","(2) Somewhat more",3,65,74,5.26478399664612e-05,1.79539401479334e-05,0.000107137781717192,3,0
"diagnostic","Q149","Q149","(3) Neither more or less",3,237,253,-7.0499088226499e-06,-5.28564469999144e-05,2.65913929994379e-05,2,1
"diagnostic","Q149","Q149","(4) Somewhat less",3,92,99,-0.000116160022016804,-0.00020113799440853,-6.27081492094432e-05,0,3
"diagnostic","Q149","Q149","(5) Much less angry",3,71,76,-1.50982256934032e-05,-5.91638735515828e-05,6.39177489230959e-05,1,2
"diagnostic","Q15","Q15","(1) Republican candidate",3,150,164,0.263147698344385,0.23279484770329,0.301533653500755,3,0
"diagnostic","Q15","Q15","(2) Democratic candidate",3,349,363,-0.106981136673404,-0.119139057255716,-0.100505431259982,0,3
"diagnostic","Q150","Q150","(1) Much more afraid",3,40,43,-2.92258656701939e-05,-0.000107549601696807,1.98720046862252e-05,1,1
"diagnostic","Q150","Q150","(2) Somewhat more",3,78,97,7.57943103426026e-05,0,0.000141417616556566,2,0
"diagnostic","Q150","Q150","(3) Neither more or less",3,210,240,-2.06115579464426e-05,-5.45815655611294e-05,0,0,2
"diagnostic","Q150","Q150","(4) Somewhat less",3,87,108,-3.00802447710005e-05,-6.51262796077125e-05,0,0,2
"diagnostic","Q150","Q150","(5) Much less afraid",3,62,73,5.65043327819586e-05,-1.49503292592505e-06,0.000171008031271801,1,1
"diagnostic","Q151","Q151","(1) Much more hopeful",3,49,56,5.63515512290986e-05,0,0.000114398697766821,2,0
"diagnostic","Q151","Q151","(2) Somewhat more",3,130,139,-2.24025669142971e-05,-3.72978349749976e-05,0,0,2
"diagnostic","Q151","Q151","(3) Neither more or less",3,155,175,-4.56471755267911e-06,-1.89624313775571e-05,5.26827871951979e-06,1,1
"diagnostic","Q151","Q151","(4) Somewhat less",3,102,107,-5.40071328428151e-06,-1.99288195849735e-05,3.72667973212896e-06,1,1
"diagnostic","Q151","Q151","(5) Much less hopeful",3,59,71,-6.93085934845986e-06,-2.32662400328183e-05,2.47366198743871e-06,1,1
"diagnostic","Q152","Q152","(1) Much more angry",3,62,70,-6.90620398943888e-06,-1.81070001323469e-05,5.51797686587656e-06,1,2
"diagnostic","Q152","Q152","(2) Somewhat more",3,118,133,6.70171548374992e-06,-9.26866055688065e-06,3.85135346630898e-05,1,2
"diagnostic","Q152","Q152","(3) Neither more or less",3,218,236,-7.00767971351746e-06,-2.08880064922287e-05,1.1412398558199e-05,1,2
"diagnostic","Q152","Q152","(4) Somewhat less",3,67,71,2.98475962980327e-05,-1.77116612453114e-05,0.000119830119878289,1,2
"diagnostic","Q152","Q152","(5) Much less angry",3,33,38,-1.67532142224988e-05,-4.02401930723644e-05,4.03175128545634e-06,1,2
"diagnostic","Q153","Q153","(1) Much more afraid",3,58,62,-3.6075766119538e-05,-0.000153232291130129,5.96461292656946e-05,1,2
"diagnostic","Q153","Q153","(2) Somewhat more",3,122,127,4.93885226241707e-06,-8.85338221501541e-06,1.47715917402532e-05,2,1
"diagnostic","Q153","Q153","(3) Neither more or less",3,235,249,-1.04396279809383e-06,-4.82452303270245e-05,3.54089141644696e-05,2,1
"diagnostic","Q153","Q153","(4) Somewhat less",3,56,63,5.31220202978123e-05,-2.17693992248666e-06,0.000155604325575371,2,1
"diagnostic","Q153","Q153","(5) Much less afraid",3,34,39,4.54569770091708e-05,6.1066691448164e-06,0.000121240821330028,3,0
"diagnostic","Q154R1","Q154R1","(01) A lot",3,252,276,0.000130406478068898,1.61958920504663e-05,0.000230811303196227,3,0
"diagnostic","Q154R1","Q154R1","(02) Some",3,89,117,-5.14406876195912e-05,-0.000140509126479703,1.03400122173e-05,1,2
"diagnostic","Q154R1","Q154R1","(03) A little",3,78,80,-4.46108170120734e-05,-0.000131521124297146,8.60925079004486e-06,1,2
"diagnostic","Q154R1","Q154R1","(04) None at all",3,63,70,-0.000797986721200146,-0.00109066626426755,-0.000214828812600623,0,3
"diagnostic","Q154R1","Q154R1","(88) Don",1,12,12,1.07294348510005e-05,1.07294348510005e-05,1.07294348510005e-05,1,0
"diagnostic","Q154R2","Q154R2","(01) A lot",3,193,199,-1.19357446637645e-05,-3.74101670381731e-05,1.01803711369193e-05,1,2
"diagnostic","Q154R2","Q154R2","(02) Some",3,142,155,3.31797764202881e-05,7.52388553320227e-06,5.63589588528038e-05,3,0
"diagnostic","Q154R2","Q154R2","(03) A little",3,74,92,-1.95236519579007e-05,-3.54075235960363e-05,-8.3473280083584e-06,0,3
"diagnostic","Q154R2","Q154R2","(04) None at all",3,62,65,4.28643943458898e-05,-8.20918581618102e-06,0.000131668375881844,2,1
"diagnostic","Q154R2","Q154R2","(88) Don",3,26,39,-1.25129203954738e-05,-2.88566404935265e-05,9.45800844013463e-06,1,2
"diagnostic","Q154R3","Q154R3","(01) A lot",3,149,162,8.81885059049947e-06,-8.51055249619304e-06,1.96369942244441e-05,2,1
"diagnostic","Q154R3","Q154R3","(02) Some",3,151,172,-9.79942269838693e-06,-4.68230637605768e-05,2.3604442973466e-05,1,2
"diagnostic","Q154R3","Q154R3","(03) A little",3,85,93,1.45290213872329e-05,-2.93133141124325e-05,8.08493008406244e-05,1,2
"diagnostic","Q154R3","Q154R3","(04) None at all",3,74,90,-4.40353408153942e-05,-7.83684849068296e-05,2.16353300650543e-05,1,2
"diagnostic","Q154R3","Q154R3","(88) Don",3,28,43,4.06437776785478e-05,8.98777338456145e-06,7.17437687525418e-05,3,0
"diagnostic","Q154R4","Q154R4","(01) A lot | S2_RACE_PRIME: (1) White",1,11,11,-2.31098655273805e-05,-2.31098655273805e-05,-2.31098655273805e-05,0,1
"diagnostic","Q154R4","Q154R4","(01) A lot | S2_RACE_PRIME: (2) Hispanic or Latino",3,234,270,-6.72145710202503e-06,-3.30261281572174e-05,1.88247217410137e-05,1,2
"diagnostic","Q154R4","Q154R4","(02) Some | S2_RACE_PRIME: (1) White",3,12,19,9.45345090659073e-06,-1.95347177978363e-05,2.62383900681083e-05,2,1
"diagnostic","Q154R4","Q154R4","(02) Some | S2_RACE_PRIME: (2) Hispanic or Latino",3,103,120,3.90245751912606e-05,2.40744977722409e-05,6.52400287095216e-05,3,0
"diagnostic","Q154R4","Q154R4","(03) A little | S2_RACE_PRIME: (1) White",3,14,16,-7.21582505409795e-05,-0.000437378370882018,0.00023436332885855,1,2
"diagnostic","Q154R4","Q154R4","(03) A little | S2_RACE_PRIME: (2) Hispanic or Latino",3,38,48,-2.7407895111516e-05,-6.25589177897785e-05,3.00447221862931e-05,1,2
"diagnostic","Q154R4","Q154R4","(04) None at all | S2_RACE_PRIME: (1) White",3,21,26,-2.18941285492549e-05,-7.12863607453529e-05,1.75735786280124e-05,1,2
"diagnostic","Q154R4","Q154R4","(04) None at all | S2_RACE_PRIME: (2) Hispanic or Latino",3,19,27,-4.40800638566725e-06,-2.17235055676068e-05,1.74249722375114e-05,1,2
"diagnostic","Q154R4","Q154R4","(88) Don | S2_RACE_PRIME: (1) White",3,11,14,-7.34419701117657e-06,-3.90849150531176e-05,1.86635652481136e-05,1,2
"diagnostic","Q154R4","Q154R4","(88) Don | S2_RACE_PRIME: (2) Hispanic or Latino",1,13,13,-1.38113236416488e-06,-1.38113236416488e-06,-1.38113236416488e-06,0,1
"diagnostic","Q154R5","Q154R5","(01) A lot | S2_RACE_PRIME: (1) White",1,10,10,-3.20604884867646e-05,-3.20604884867646e-05,-3.20604884867646e-05,0,1
"diagnostic","Q154R5","Q154R5","(01) A lot | S2_RACE_PRIME: (2) Hispanic or Latino",3,214,241,1.85849329252792e-06,-2.30426652552044e-05,2.0069578671739e-05,2,1
"diagnostic","Q154R5","Q154R5","(02) Some | S2_RACE_PRIME: (1) White",3,12,13,-1.67228259401574e-05,-3.91725825522892e-05,1.08518788231361e-05,1,2
"diagnostic","Q154R5","Q154R5","(02) Some | S2_RACE_PRIME: (2) Hispanic or Latino",3,115,130,3.5683171607744e-05,-1.34609661791168e-05,9.92134187028635e-05,2,1
"diagnostic","Q154R5","Q154R5","(03) A little | S2_RACE_PRIME: (1) White",3,12,17,2.15553642961051e-05,-1.90060969870527e-05,8.22074921072977e-05,2,1
"diagnostic","Q154R5","Q154R5","(03) A little | S2_RACE_PRIME: (2) Hispanic or Latino",3,46,54,-6.66467896407634e-05,-0.00010707005710979,-2.79606147835025e-05,0,3
"diagnostic","Q154R5","Q154R5","(04) None at all | S2_RACE_PRIME: (1) White",3,25,30,5.38181653021045e-05,-4.60328290554111e-05,0.000234241674402481,1,2
"diagnostic","Q154R5","Q154R5","(04) None at all | S2_RACE_PRIME: (2) Hispanic or Latino",3,20,29,-8.78518402360446e-05,-0.000123377543369592,-4.18168860736925e-05,0,3
"diagnostic","Q154R5","Q154R5","(88) Don | S2_RACE_PRIME: (1) White",3,11,13,4.90895867263868e-05,-6.81091691505652e-05,0.00014579769322283,2,1
"diagnostic","Q154R5","Q154R5","(88) Don | S2_RACE_PRIME: (2) Hispanic or Latino",2,11,11,-3.85773013274751e-06,-1.70409384220475e-05,9.32547815655251e-06,1,1
"diagnostic","Q159R1","Q159R1","(1) Never | S2_RACE_PRIME: (2) Hispanic or Latino",3,37,46,1.16517501796915e-05,-6.10496977851093e-06,4.25107232939543e-05,1,2
"diagnostic","Q159R1","Q159R1","(2) Some of the time | S2_RACE_PRIME: (1) White",3,15,18,7.2190379310178e-05,-1.20014138681611e-05,0.000228076382271256,2,1
"diagnostic","Q159R1","Q159R1","(2) Some of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,217,226,-1.52385393493778e-05,-3.49196134496678e-05,-2.76153561311456e-06,0,3
"diagnostic","Q159R1","Q159R1","(3) About half the time | S2_RACE_PRIME: (1) White",3,15,17,-5.37249254150788e-05,-0.000132058550833178,5.57972627254791e-06,1,2
"diagnostic","Q159R1","Q159R1","(3) About half the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,110,122,-4.39816174897606e-06,-4.69686917258989e-06,-3.92517279194072e-06,0,3
"diagnostic","Q159R1","Q159R1","(4) Much of the time | S2_RACE_PRIME: (1) White",3,22,30,-0.000121477398276554,-0.000354313414563761,-3.38213967662645e-06,0,3
"diagnostic","Q159R1","Q159R1","(4) Much of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,35,43,6.51424656685799e-05,-3.73370619816696e-06,0.000202369262909517,1,2
"diagnostic","Q159R1","Q159R1","(5) All of the time | S2_RACE_PRIME: (1) White",2,10,12,-8.15868416961822e-05,-0.000159933183399691,-3.24049999267317e-06,0,2
"diagnostic","Q159R1","Q159R1","(5) All of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,13,19,-2.31200126871646e-06,-7.66177605097964e-06,1.06874797062058e-06,1,2
"diagnostic","Q159R2","Q159R2","(1) Never | S2_RACE_PRIME: (2) Hispanic or Latino",3,46,51,1.90643524689043e-05,-4.96395230679556e-05,6.9527079150893e-05,2,1
"diagnostic","Q159R2","Q159R2","(2) Some of the time | S2_RACE_PRIME: (1) White",3,11,14,-6.23763599137222e-05,-0.000137014739357563,4.78570211039214e-06,1,2
"diagnostic","Q159R2","Q159R2","(2) Some of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,200,216,-2.27895673551018e-05,-7.8732240846681e-05,7.03188796008739e-06,2,1
"diagnostic","Q159R2","Q159R2","(3) About half the time | S2_RACE_PRIME: (1) White",3,14,17,-7.65960546154983e-05,-0.00012443376737385,-3.78810289917494e-05,0,3
"diagnostic","Q159R2","Q159R2","(3) About half the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,101,109,-5.19282912750843e-05,-7.33885130055576e-05,-2.19819152401507e-05,0,3
"diagnostic","Q159R2","Q159R2","(4) Much of the time | S2_RACE_PRIME: (1) White",3,23,38,5.11724529939074e-05,-6.3542708599228e-05,0.00023620359225169,1,2
"diagnostic","Q159R2","Q159R2","(4) Much of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,47,59,0.000165179788241977,-4.30471750521504e-05,0.000397280962694742,2,1
"diagnostic","Q159R2","Q159R2","(5) All of the time | S2_RACE_PRIME: (1) White",2,13,14,-4.45014370694086e-05,-6.5628550226391e-05,-2.33743239124262e-05,0,2
"diagnostic","Q159R2","Q159R2","(5) All of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,21,26,5.90210594495325e-05,-8.59363859603247e-05,0.000215024411125495,2,1
"diagnostic","Q159R3","Q159R3","(1) Never | S2_RACE_PRIME: (2) Hispanic or Latino",3,24,39,1.84575107444296e-06,-5.40629509523578e-05,5.08959261534132e-05,2,1
"diagnostic","Q159R3","Q159R3","(2) Some of the time | S2_RACE_PRIME: (1) White",3,17,23,-1.67246644765019e-05,-4.79208632019609e-05,2.87606597706465e-05,1,2
"diagnostic","Q159R3","Q159R3","(2) Some of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,159,168,-4.44988182192725e-05,-5.71708689396452e-05,-2.66734061886896e-05,0,3
"diagnostic","Q159R3","Q159R3","(3) About half the time | S2_RACE_PRIME: (1) White",3,18,19,-1.08682439697319e-05,-4.30168106235293e-05,3.51063064854189e-05,1,2
"diagnostic","Q159R3","Q159R3","(3) About half the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,113,135,-8.9158523061361e-06,-5.04469396269585e-05,4.99029639079015e-05,1,2
"diagnostic","Q159R3","Q159R3","(4) Much of the time | S2_RACE_PRIME: (1) White",3,21,25,1.81003215387829e-05,-5.40294698113713e-05,5.73100119640112e-05,2,1
"diagnostic","Q159R3","Q159R3","(4) Much of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,73,93,-1.05359347484042e-05,-4.6701917503631e-05,3.51928276040764e-05,1,2
"diagnostic","Q159R3","Q159R3","(5) All of the time | S2_RACE_PRIME: (1) White",1,11,11,-5.35336505308938e-05,-5.35336505308938e-05,-5.35336505308938e-05,0,1
"diagnostic","Q159R3","Q159R3","(5) All of the time | S2_RACE_PRIME: (2) Hispanic or Latino",3,28,38,8.06683544533357e-05,-4.49259431559935e-05,0.000247663191527896,2,1
"diagnostic","Q16","Q16","(1) Yes",3,34,50,9.96626965959684e-05,9.47413888765283e-05,0.000104643077003884,3,0
"diagnostic","Q16","Q16","(2) No",3,70,81,6.95652126794993e-05,-1.54467574524245e-05,0.000214239780210236,2,1
"diagnostic","Q16","Q16","Not observed / routed",3,398,410,-2.02403671995875e-05,-3.25502773278575e-05,-1.16980527758108e-05,0,3
"diagnostic","Q162R1","Q162R1","(01) Very important",3,329,357,-3.53691654979243e-06,-6.18929250638183e-05,5.98310990016716e-05,1,2
"diagnostic","Q162R1","Q162R1","(02) Somewhat important",3,102,107,1.12489190007741e-06,-3.91669830118376e-05,6.4090354241548e-05,1,2
"diagnostic","Q162R1","Q162R1","(03) Not that important",3,16,31,-0.000255307373269188,-0.00145755861976641,0.000602629739619919,2,1
"diagnostic","Q162R1","Q162R1","(04) Not at all important",3,16,25,0.000100466927969626,2.08369781436463e-07,0.000250721313572569,3,0
"diagnostic","Q162R1","Q162R1","(88) I don",3,19,28,3.94716324798454e-05,-2.75702758362046e-05,9.04719143338779e-05,2,1
"diagnostic","Q162R2","Q162R2","(01) Very important",3,52,60,0.00013542386652111,-2.54645394264201e-06,0.000214652632118032,2,1
"diagnostic","Q162R2","Q162R2","(02) Somewhat important",3,136,165,-1.87194673464949e-05,-6.62612592143649e-05,1.46786437169005e-05,1,2
"diagnostic","Q162R2","Q162R2","(03) Not that important",3,109,118,-3.71190155636287e-05,-6.78688454936625e-05,-4.90920238048039e-06,0,3
"diagnostic","Q162R2","Q162R2","(04) Not at all important",3,83,98,-3.64914644091166e-05,-6.18572434460408e-05,-6.18678225907017e-06,0,3
"diagnostic","Q162R2","Q162R2","(05) Disapprove",3,16,27,-2.1274328487539e-05,-5.01447483382549e-05,-5.35641008225795e-06,0,3
"diagnostic","Q162R2","Q162R2","(06) Strongly disapprove",3,13,23,-0.000104699124113321,-0.000331511572888405,2.25629400591306e-05,1,2
"diagnostic","Q162R2","Q162R2","(88) I don",3,65,71,-3.47938895761084e-06,-5.81394082468169e-05,3.11365085099702e-05,2,1
"diagnostic","Q162R3","Q162R3","(01) Very important",3,132,150,8.24125838246882e-06,-1.46818652339315e-05,3.59626704559091e-05,2,1
"diagnostic","Q162R3","Q162R3","(02) Somewhat important",3,207,250,-1.26497593576199e-05,-2.50557248269853e-05,3.78539408970684e-06,1,2
