"variable","item","verified_short_label","construct","wording_source","codebook_pdf_page","source_type","appended_context","routing_notes","missingness_type","sample_system_missing","base_decision","model1","model2","model3","exclusion_note","label_review","raw_observed","measurement","questionnaire_item","questionnaire_pdf_page"
"Q58R6","Q58","Q58R6","Q58r6: Hindu - When it comes to religion, do you consider yourself to be?","ICPSR variable label; may be truncated",31,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R7","Q58","Q58R7","Q58r7: Buddhist - When it comes to religion, do you consider yourself to be?","ICPSR variable label; may be truncated",32,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R8","Q58","Q58R8","Q58r8: Mormon/LDS - When it comes to religion, do you consider yourself to be?","ICPSR variable label; may be truncated",32,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R9","Q58","Q58R9","Q58r9: Folk religion - When it comes to religion, do you consider yourself to be","ICPSR variable label; may be truncated",32,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R10","Q58","Q58R10","Q58r10: Daoist - When it comes to religion, do you consider yourself to be?","ICPSR variable label; may be truncated",33,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R11","Q58","Q58R11","Q58r11: Shamanism - When it comes to religion, do you consider yourself to be?","ICPSR variable label; may be truncated",33,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R12","Q58","Q58R12","Q58r12: Ancestral religion - When it comes to religion, do you consider yourself","ICPSR variable label; may be truncated",33,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R13","Q58","Q58R13","Q58r13: Spiritual but not religious - When it comes to religion, do you consider","ICPSR variable label; may be truncated",34,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R14","Q58","Q58R14","Q58r14: Atheist - When it comes to religion, do you consider yourself to be?","ICPSR variable label; may be truncated",34,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R15","Q58","Q58R15","Q58r15: Agnostic - When it comes to religion, do you consider yourself to be?","ICPSR variable label; may be truncated",35,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R16","Q58","Q58R16","Q58r16: None - When it comes to religion, do you consider yourself to be?","ICPSR variable label; may be truncated",35,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R17","Q58","Q58R17","Q58r17: Other (SPECIFY) - When it comes to religion, do you consider yourself to","ICPSR variable label; may be truncated",35,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17532,"Original labelled categories or source type",NA,NA
"Q58R17OE","Q58R17OE","Q58R17OE","Q58r17oe: When it comes to religion, do you consider yourself to be? - Other (SP","ICPSR variable label; may be truncated",36,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Uncoded/free-text field; no text model",FALSE,FALSE,FALSE,"Uncoded/free-text field; no text model","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q3B_PLURAL","Q3B_PLURAL","Q3B_PLURAL","Q3b_plural: What is your gender?","ICPSR variable label; may be truncated",36,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Outcome, selection, administration, weights or duplicate",FALSE,FALSE,FALSE,"Outcome, selection, administration, weights or duplicate","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q3B_PLURALR4OE","Q3B_PLURALR4OE","Q3B_PLURALR4OE","Q3b_pluralr4oe: What is your gender? - $ {S3b.r4.open}","ICPSR variable label; may be truncated",36,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Uncoded/free-text field; no text model",FALSE,FALSE,FALSE,"Uncoded/free-text field; no text model","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q1R1","Q1","Q1R1","Q1r1: Responding to Coronavirus / COVID-19 - On the whole, what are the most imp","ICPSR variable label; may be truncated",36,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
