"variable","construct","storage","raw_observed"
"Q794R6","Q794r6: Yes, to my friends - Do you ever send money or remittances to friends or","factor",9147
"Q795","Q795: How has the COVID-19 pandemic this year affected the amount of remittances","factor",8696
"Q796R1","Q796r1: Loss of job/income - How has COVID-19 pandemic affected your family or f","factor",4248
"Q796R2","Q796r2: Trouble paying basic monthly bills - How has COVID-19 pandemic affected","factor",4248
"Q796R3","Q796r3: Lost their house or place they live - How has COVID-19 pandemic affected","factor",4248
"Q796R4","Q796r4: Health problems, sick with covid - How has COVID-19 pandemic affected yo","factor",4248
"Q796R5","Q796r5: I know someone back home who has died - How has COVID-19 pandemic affect","factor",4248
"Q797R1","Q797r1: White - What is the race of your biological mother?","factor",17545
"Q797R2","Q797r2: Hispanic or Latino - What is the race of your biological mother?","factor",17545
"Q797R3","Q797r3: Black or African American - What is the race of your biological mother?","factor",17545
"Q797R4","Q797r4: Asian American - What is the race of your biological mother?","factor",17545
"Q797R5","Q797r5: American Indian/Native American - What is the race of your biological mo","factor",17545
"Q797R6","Q797r6: Arab, Middle Eastern or North African - What is the race of your biologi","factor",17545
"Q797R7","Q797r7: Native Hawaiian - What is the race of your biological mother?","factor",17545
"Q797R8","Q797r8: Not Hawaiian, but other Pacific Islander - What is the race of your biol","factor",17545
"Q797R9","Q797r9: Other (Specify) - What is the race of your biological mother?","factor",17545
"Q797R10","Q797r10: Don","factor",17545
"Q797R9OE","Q797r9oe: What is the race of your biological mother? - Other (Specify)","factor",17545
"Q798R1","Q798r1: White - What is the race of your biological father?","factor",17545
"Q798R2","Q798r2: Hispanic or Latino - What is the race of your biological father?","factor",17545
"Q798R3","Q798r3: Black or African American - What is the race of your biological father?","factor",17545
"Q798R4","Q798r4: Asian American - What is the race of your biological father?","factor",17545
"Q798R5","Q798r5: American Indian/Native American - What is the race of your biological fa","factor",17545
"Q798R6","Q798r6: Arab, Middle Eastern or North African - What is the race of your biologi","factor",17545
"Q798R7","Q798r7: Native Hawaiian - What is the race of your biological father?","factor",17545
"Q798R8","Q798r8: Not Hawaiian, but other Pacific Islander - What is the race of your biol","factor",17545
"Q798R9","Q798r9: Other (Specify) - What is the race of your biological father?","factor",17545
"Q798R10","Q798r10: Don","factor",17545
"Q798R9OE","Q798r9oe: What is the race of your biological father? - Other (Specify)","factor",17545
"SPLITQ799","splitQ799: Holds value for split","factor",17545
"Q799R1C1","Q799r1c1: White, not Hispanic - When we think of people in racial or ethnic term","numeric",6393
"Q799R2C1","Q799r2c1: Black or African American - When we think of people in racial or ethni","numeric",5755
"Q799R3C1","Q799r3c1: Hispanic or Latino - When we think of people in racial or ethnic terms","numeric",5556
"Q799R4C1","Q799r4c1: Asian American - When we think of people in racial or ethnic terms, we","numeric",5495
"Q799R5C1","Q799r5c1: Native American or American Indian - When we think of people in racial","numeric",4938
"Q799R6C1","Q799r6c1: Native Hawiian - When we think of people in racial or ethnic terms, we","numeric",4426
"Q799R7C1","Q799r7c1: Pacific Islander (not Hawiian) - When we think of people in racial or","numeric",4449
"Q799R8C1","Q799r8c1: Arab, Middle Eastern or North African - When we think of people in rac","numeric",4454
"Q800R1C1","Q800r1c1: White, not Hispanic - When we think of people in racial or ethnic term","numeric",6285
"Q800R2C1","Q800r2c1: Black or African American - When we think of people in racial or ethni","numeric",5779
"Q800R3C1","Q800r3c1: Hispanic or Latino - When we think of people in racial or ethnic terms","numeric",5538
"Q800R4C1","Q800r4c1: Asian American - When we think of people in racial or ethnic terms, we","numeric",5600
"Q800R5C1","Q800r5c1: Native American or American Indian - When we think of people in racial","numeric",4924
"Q800R6C1","Q800r6c1: Native Hawiian - When we think of people in racial or ethnic terms, we","numeric",4485
"Q800R7C1","Q800r7c1: Pacific Islander (not Hawiian) - When we think of people in racial or","numeric",4496
"Q800R8C1","Q800r8c1: Arab, Middle Eastern or North African - When we think of people in rac","numeric",4500
"Q801","Q801: If you were walking down the street, what race do you think other American","factor",17545
"Q801R9OE","Q801r9oe: If you were walking down the street, what race do you think other Amer","factor",17545
"Q802","Q802: There are many different ways to describe race among Caribbean and Latino","factor",1323
"Q802R9OE","Q802r9oe: There are many different ways to describe race among Caribbean and Lat","factor",17545
"Q803","Q803: Which racial category did you choose on the 2020 U.S. Census?","factor",17545
"Q804","Q804: Mother","factor",17545
"Q805","Q805: Father","factor",17545
"Q806","Q806: What year did you first arrive to live in the [pipe: Q806verb]","factor",4248
"Q807","Q807: Which of the following best describes you","factor",3962
"Q807R8OE","Q807r8oe: Which of the following best describes you","factor",17545
"Q808","Q808: In what year did you become a naturalized U.S. citizen?","factor",13592
"Q809","Q809: Were your parents born in the United States, [pipe: Q809verb] or in anothe","factor",13297
"Q810","Q810: Year mother came to the U.S.","factor",4397
"Q811","Q811: Year father came to the U.S.","factor",4397
"Q812","Q812: How about your grandparents? Where were they born?","factor",10165
"Q813","Q813: What was your total combined household income in 2020 before taxes. This q","factor",17545
"Q814","Q814: Are you currently","factor",17545
"Q815","Q815: Which of the following is your MAIN source of health insurance coverage?","factor",17545
"Q815R7OE","Q815r7oe: Which of the following is your MAIN source of health insurance coverag","factor",17545
"Q816","Q816: Regardless of what language you took this survey, how often do you speak S","factor",4975
"Q817","Q817: Regardless of what language you took this survey, how often do you speak [","factor",3955
"Q818","Q818: Regardless of what language you took this survey, how often do you speak a","factor",3369
"Q819","Q819: How well, if at all, do you speak another Native or Tribal language?","factor",2829
"Q820","Q820: Regardless of what language you took this survey, how often do you speak E","factor",17545
"QCOND1SPLIT","qcond1split: holds split for cond1","factor",190
"QCOND2SPLIT","qcond2split: holds split for cond2","factor",105
"QCOND3SPLIT","qcond3split: holds split for cond3","factor",217
"QCOND4SPLIT","qcond4split: holds split for cond4","factor",343
"QCOND5SPLIT","qcond5split: holds split for cond5","factor",276
"QCOND6SPLIT","qcond6split: holds split for cond6","factor",638
"QCOND7SPLIT","qcond7split: holds split for cond7","factor",105
"HOLDCONDR1","holdcondr1: transgender men - New Autofill","factor",17545
"HOLDCONDR2","holdcondr2: transgender women - New Autofill","factor",17545
"HOLDCONDR3","holdcondr3: Lesbians - New Autofill","factor",17545
"HOLDCONDR4","holdcondr4: gays - New Autofill","factor",17545
"HOLDCONDR5","holdcondr5: bisexual men - New Autofill","factor",17545
"HOLDCONDR6","holdcondr6: bisexuals women - New Autofill","factor",17545
"HOLDCONDR7","holdcondr7: queer people - New Autofill","factor",17545
"HOLDCONDR8","holdcondr8: trans people - New Autofill","factor",17545
"HOLDCONDR9","holdcondr9: gays and lesbians - New Autofill","factor",17545
"HOLDCONDR10","holdcondr10: gays, lesbians, and bisexuals - New Autofill","factor",17545
"HOLDCONDR11","holdcondr11: LGBTQ people - New Autofill","factor",17545
"HOLDCONDNONE","holdcondnone: None of These Classifications Apply - New Autofill","factor",17545
"QRANDOMSPLIT","qrandomsplit: holds split for rotation","factor",1647
"Q821J","Q821J: What share of your friends, co-workers, and family members are [pipe: hol","factor",308
"Q825J","Q825J: How much do you think what happens to [pipe: holdcond] in this country wi","factor",308
"Q822J","Q822J: How much effort should your state government put into alleviating poverty","factor",308
"Q823J","Q823J: How much effort should your state government put into reducing discrimina","factor",308
"Q824J","Q824J: Your state government should officially recognize June as Pride Month.","factor",308
"Q822K","Q822K: How much effort should your state government put into alleviating poverty","factor",322
"Q825K","Q825K: How much do you think what happens to [pipe: holdcond] in this country wi","factor",322
"Q821K","Q821K: What share of your friends, co-workers, and family members are [pipe: hol","factor",322
"Q823K","Q823K: How much effort should your state government put into reducing discrimina","factor",322
"Q824K","Q824K: Your state government should officially recognize June as Pride Month.","factor",322
"Q823L","Q823L: How much effort should your state government put into reducing discrimina","factor",336
"Q825L","Q825L: How much do you think what happens to [pipe: holdcond] in this country wi","factor",336
"Q821L","Q821L: What share of your friends, co-workers, and family members are [pipe: hol","factor",336
"Q822L","Q822L: How much effort should your state government put into alleviating poverty","factor",336
"Q824L","Q824L: Your state government should officially recognize June as Pride Month.","factor",336
"Q824M","Q824M: Your state government should officially recognize June as Pride Month.","factor",333
"Q825M","Q825M: How much do you think what happens to [pipe: holdcond] in this country wi","factor",333
"Q821M","Q821M: What share of your friends, co-workers, and family members are [pipe: hol","factor",333
"Q822M","Q822M: How much effort should your state government put into alleviating poverty","factor",333
"Q823M","Q823M: How much effort should your state government put into reducing discrimina","factor",333
"Q825N","Q825N: How much do you think what happens to [pipe: holdcond] in this country wi","factor",348
"Q821N","Q821N: What share of your friends, co-workers, and family members are [pipe: hol","factor",348
"Q822N","Q822N: How much effort should your state government put into alleviating poverty","factor",348
"Q823N","Q823N: How much effort should your state government put into reducing discrimina","factor",348
"Q824N","Q824N: Your state government should officially recognize June as Pride Month.","factor",348
"Q821","Q821: What share of your friends, co-workers, and family members are [pipe: hold","factor",1647
"Q822","Q822: How much effort should your state government put into alleviating poverty","factor",1647
"Q823","Q823: How much effort should your state government put into reducing discriminat","factor",1647
"Q824","Q824: Your state government should officially recognize June as Pride Month.","factor",1647
"Q825","Q825: How much do you think what happens to [pipe: holdcond] in this country wil","numeric",0
"Q826R1","Q826r1: Family - To which of these groups have you disclosed your LGBTQ identity","factor",1647
"Q826R2","Q826r2: Friends - To which of these groups have you disclosed your LGBTQ identit","factor",1647
"Q826R3","Q826r3: Co-workers - To which of these groups have you disclosed your LGBTQ iden","factor",1647
"Q826R4","Q826r4: Social media - To which of these groups have you disclosed your LGBTQ id","factor",1647
"Q826R5","Q826r5: Everyone - To which of these groups have you disclosed your LGBTQ identi","factor",1647
"Q826R7","Q826r7: Management at my place of employment - To which of these groups have you","factor",1647
"Q826R6","Q826r6: No one - To which of these groups have you disclosed your LGBTQ identity","factor",1647
"Q826A","Q826a: Did a parent assist you with completing this survey?","numeric",0
"SCREENTIMESCM6T","ScreenTimescm6t: cm6 - Screen times in seconds","numeric",14288
"QTIME","qtime: Total Interview Time","numeric",17545
"VOS","vos: Operating System","factor",17545
"VBROWSER","vbrowser: Browser","factor",17545
"VMOBILEDEVICE","vmobiledevice: Mobile device category","factor",17545
"VMOBILEOS","vmobileos: Mobile OS","factor",17545
"START_DATE","start_date: Survey start time","factor",17545
"RACE","Primary race","factor",16143
"WEIGHT","Primary sample weights ONLY","numeric",17545
"BASELINE","Sept 1 2021 release","numeric",17545
"MENA_MUSLIM","MENA / MUSLIM","numeric",17545
"HAWAII_PI","Hawaiian Pacific Islander","numeric",17545
"LGBTQ","LGBTQ","numeric",17545
"AFROLAT","Afro-Latino","numeric",17545
"BLACKIMM","Black Immigrant ancestry","numeric",17545
"NATIVEAM","American Indian","numeric",17545
"OS_WEIGHT","Oversample weight","numeric",17545
